template,final_state,bin_low,bin_high,signal,background,signal_raw,background_raw,paper_label,seed,domain_for_likelihood
split_orth_adv,TwoMuonsTwoElectrons,0.30000000000000004,0.35000000000000003,0.002509260317310691,0.2315158098936081,2,24,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.35000000000000003,0.4,0.0037638903595507145,0.2990413308143616,3,31,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.4,0.45,0.007527781184762716,0.2218693047761917,6,23,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.45,0.5,0.007527781184762716,0.26045531034469604,6,27,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.5,0.55,0.005018520634621382,0.3086877465248108,4,32,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.55,0.6000000000000001,0.010037041269242764,0.21222281455993652,8,22,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.6000000000000001,0.65,0.005018520634621382,0.12540438771247864,4,13,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.65,0.7000000000000001,0.017564821988344193,0.20257632434368134,14,21,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.7000000000000001,0.75,0.012546301819384098,0.3086877465248108,10,32,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.75,0.8,0.028856487944722176,0.2218693047761917,23,23,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.8,0.8500000000000001,0.04140279442071915,0.33762726187705994,33,35,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.8500000000000001,0.9,0.04642131179571152,0.5209105610847473,37,54,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.9,0.9500000000000001,0.22332417964935303,0.6559613347053528,178,68,split_candidate,42,nominal_only
split_orth_adv,TwoMuonsTwoElectrons,0.9500000000000001,1.0,2.607121467590332,1.9003586769104004,2078,197,split_candidate,42,nominal_only

